NIM,Angkatan,Semester,IPK,SKS_Lulus,Mengulang,Absensi,Status_Pembayaran,Status_DO
20222423,2022,2,2.78,96,2,75,1,0
20222424,2021,6,3.06,70,0,81,0,0
20222425,2023,3,1.96,42,3,90,0,1
20222426,2021,2,2.78,106,1,90,1,0
20222427,2021,3,2.11,129,0,60,1,1
20222428,2022,2,2.54,89,1,70,0,1
20222429,2021,4,2.46,56,4,65,0,1
20222430,2023,5,2.65,99,3,82,0,1
20222431,2021,7,2.94,113,3,68,0,1
20222432,2022,7,3.61,105,4,75,1,0
20222433,2022,7,2.59,127,1,97,1,0
20222434,2023,3,3.76,114,0,78,1,0
20222435,2022,8,3.32,63,1,72,1,0
20222436,2021,6,2.82,138,0,91,0,0
20222437,2022,7,3.09,126,4,95,1,0
20222438,2023,4,2.0,71,2,68,0,1
20222439,2022,7,3.49,126,0,96,0,0
20222440,2022,2,2.96,137,3,90,1,0
20222441,2022,3,3.77,58,3,90,1,0
20222442,2023,8,3.07,105,3,78,0,1
20222443,2022,2,3.47,99,1,61,1,1
20222444,2022,8,3.4,105,1,91,0,0
20222445,2021,2,2.49,54,1,93,0,1
20222446,2023,2,2.32,124,3,60,1,1
20222447,2022,5,2.66,74,0,80,0,1
20222448,2023,5,2.73,108,3,62,1,1
20222449,2022,6,2.28,66,0,86,1,0
20222450,2022,3,3.59,127,1,66,1,0
20222451,2022,4,2.89,46,2,92,0,0
20222452,2021,4,3.76,45,1,68,1,0
20222453,2021,4,3.42,72,4,89,0,1
20222454,2021,2,2.91,97,0,77,1,0
20222455,2023,5,3.69,88,2,85,0,0
20222456,2023,3,2.81,56,1,79,0,0
20222457,2021,2,3.57,81,2,97,0,1
20222458,2023,8,2.52,133,3,90,0,1
20222459,2022,5,2.56,111,0,67,0,1
20222460,2022,5,2.64,79,4,82,1,0
20222461,2022,7,2.89,85,3,84,0,1
20222462,2021,7,2.91,110,2,60,1,0
20222463,2023,3,2.79,109,1,77,1,0
20222464,2021,8,2.41,107,0,78,1,0
20222465,2023,3,3.65,40,4,65,1,1
20222466,2022,3,2.98,118,1,76,0,0
20222467,2021,2,2.62,134,4,67,1,1
20222468,2023,6,3.1,128,0,68,1,0
20222469,2023,3,3.34,136,2,96,1,0
20222470,2022,7,3.72,91,4,86,1,1
20222471,2021,6,2.8,74,0,95,1,0
20222472,2021,2,2.02,108,4,65,1,1
20222473,2021,6,2.68,44,1,65,0,1
20222474,2022,4,2.76,139,4,63,0,1
20222475,2021,8,3.59,56,1,81,0,0
20222476,2022,6,2.59,92,1,99,1,0
20222477,2022,3,3.71,91,0,86,1,0
20222478,2022,2,2.77,53,3,96,1,0
20222479,2023,8,3.75,68,4,61,0,1
20222480,2021,3,1.82,47,2,68,1,1
20222481,2021,8,3.6,137,1,70,1,0
20222482,2022,7,3.66,40,3,79,0,1
20222483,2022,4,3.72,68,1,98,1,0
20222484,2021,7,1.83,75,3,73,0,1
20222485,2022,3,2.14,90,3,85,1,1
20222486,2021,3,3.11,76,2,97,1,0
20222487,2023,3,1.85,132,3,89,1,1
20222488,2022,5,1.93,108,2,95,0,1
20222489,2021,4,2.24,92,0,97,1,0
20222490,2022,8,2.82,135,1,94,0,0
20222491,2021,3,2.89,91,2,65,1,0
20222492,2021,3,1.87,127,1,62,0,1
20222493,2022,8,2.14,122,4,60,1,1
20222494,2023,7,2.8,51,0,77,0,0
20222495,2021,7,2.99,91,4,82,0,1
20222496,2021,3,2.1,40,4,91,1,1
20222497,2021,2,2.6,46,3,88,0,1
20222498,2023,5,3.61,56,3,82,0,1
20222499,2023,7,3.8,137,4,95,0,1
20222500,2022,2,3.77,82,3,65,1,1
20222501,2023,5,3.56,110,1,76,0,0
20222502,2022,3,2.59,56,3,77,1,0
20222503,2022,4,3.17,98,4,90,0,1
20222504,2023,6,2.63,42,3,65,0,1
20222505,2022,6,3.1,68,3,93,0,1
20222506,2023,3,2.42,61,2,86,0,0
20222507,2022,7,3.01,77,2,95,1,0
20222508,2023,2,2.85,93,4,84,1,1
20222509,2023,4,1.85,132,1,69,0,1
20222510,2022,8,3.38,89,0,98,1,0
20222511,2021,5,1.82,108,0,98,1,0
20222512,2022,3,2.39,69,4,71,0,1
20222513,2023,4,1.81,62,1,70,0,1
20222514,2021,4,2.55,124,1,62,0,1
20222515,2022,7,1.93,129,1,81,0,1
20222516,2022,5,3.63,86,2,63,0,1
20222517,2022,4,2.63,60,4,67,0,1
20222518,2021,7,2.72,59,0,73,1,0
20222519,2023,2,2.5,62,1,79,0,0
20222520,2022,7,3.06,107,4,83,0,1
20222521,2022,2,3.37,60,0,73,0,1
20222522,2022,2,3.1,60,2,87,1,0
20222523,2022,8,3.3,40,3,75,0,1
20222524,2022,8,3.61,54,0,91,1,0
20222525,2023,4,3.53,56,0,71,1,1
20222526,2023,7,3.15,90,0,75,1,0
20222527,2022,8,2.23,102,3,78,0,1
20222528,2021,2,3.08,53,1,64,1,0
20222529,2023,8,2.81,98,3,71,0,1
20222530,2021,5,3.23,122,0,88,0,0
20222531,2023,4,3.47,89,2,64,0,1
20222532,2022,7,3.29,73,0,76,0,0
20222533,2023,7,3.49,45,2,67,1,0
20222534,2022,6,1.93,88,4,99,0,1
20222535,2023,7,1.86,45,2,99,1,0
20222536,2022,4,2.32,108,0,89,1,0
20222537,2022,5,3.6,46,3,69,0,1
20222538,2022,7,3.45,136,0,79,0,1
20222539,2022,6,3.17,116,0,75,1,0
20222540,2021,4,3.2,90,4,75,1,0
20222541,2022,2,3.25,40,1,62,0,1
20222542,2021,3,3.69,52,0,82,0,0
20222543,2021,3,3.46,82,4,81,0,1
20222544,2022,2,3.05,66,3,87,1,0
20222545,2021,8,3.13,110,4,95,0,1
20222546,2023,7,2.23,42,4,63,0,1
20222547,2022,3,3.11,97,2,97,0,0
20222548,2021,8,2.65,128,1,83,0,0
20222549,2022,3,2.11,136,1,78,1,0
20222550,2022,2,3.41,56,3,70,1,1
20222551,2022,7,2.82,84,4,99,0,1
20222552,2021,7,3.75,117,3,99,1,0
20222553,2023,8,2.36,97,3,98,0,1
20222554,2023,2,2.76,95,1,77,1,0
20222555,2021,8,2.7,93,1,71,1,0
20222556,2022,7,2.04,126,1,73,0,1
20222557,2021,7,2.65,127,0,77,0,0
20222558,2021,4,2.38,68,4,71,0,1
20222559,2021,8,2.12,93,3,99,0,1
20222560,2022,4,2.36,66,4,86,1,1
20222561,2021,2,2.27,84,3,65,0,1
20222562,2022,5,3.27,126,3,83,0,1
20222563,2021,3,1.86,70,3,92,0,1
20222564,2023,4,3.03,75,3,75,0,1
20222565,2021,3,3.32,120,2,71,0,1
20222566,2021,6,2.76,100,2,90,0,0
20222567,2023,2,3.66,76,0,96,1,0
20222568,2022,5,3.22,106,1,72,0,1
20222569,2022,6,3.3,75,3,67,1,1
20222570,2021,6,2.19,44,4,97,0,1
20222571,2023,7,3.35,85,2,62,1,0
20222572,2022,6,3.46,118,1,79,1,0
20222573,2021,2,2.52,91,0,63,1,0
20222574,2023,4,2.23,88,1,61,0,1
20222575,2022,2,2.57,45,3,95,1,0
20222576,2022,4,3.28,49,1,82,0,0
20222577,2023,6,2.64,135,3,78,1,0
20222578,2023,6,3.27,62,2,99,0,0
20222579,2023,5,2.03,56,2,67,0,1
20222580,2023,4,3.41,123,3,75,1,0
20222581,2021,6,2.31,83,4,77,0,1
20222582,2023,7,2.3,80,2,95,1,0
20222583,2022,3,2.98,54,4,83,1,1
20222584,2022,5,1.94,83,3,60,0,1
20222585,2021,2,1.85,97,3,60,1,1
20222586,2022,5,2.32,125,2,95,0,1
20222587,2022,3,2.88,89,4,70,1,1
20222588,2023,4,3.62,91,3,77,0,1
20222589,2022,2,3.49,109,2,75,0,0
20222590,2021,2,2.78,107,3,76,0,1
20222591,2023,4,1.87,102,1,83,1,0
20222592,2023,8,2.87,97,1,93,0,0
20222593,2021,8,3.21,62,2,63,0,1
20222594,2023,5,2.48,83,3,94,0,1
20222595,2023,6,2.02,122,2,74,0,1
20222596,2021,8,2.36,134,0,61,0,1
20222597,2023,5,3.34,83,2,90,0,0
20222598,2021,8,2.5,91,2,68,0,1
20222599,2021,3,3.42,106,1,69,0,1
20222600,2022,7,2.44,67,1,84,0,0
20222601,2022,6,2.13,106,3,64,1,1
20222602,2023,5,2.67,117,2,73,0,1
20222603,2023,7,2.7,57,2,97,0,0
20222604,2021,7,1.83,66,3,99,0,1
20222605,2023,8,2.03,90,4,61,1,1
20222606,2021,4,2.17,99,3,77,0,1
20222607,2021,3,2.03,113,1,88,0,1
20222608,2023,3,2.48,88,1,79,1,0
20222609,2021,3,3.73,54,2,67,1,0
20222610,2022,6,2.82,122,1,96,1,0
20222611,2023,2,3.06,112,3,85,0,1
20222612,2022,6,2.51,107,2,96,0,1
20222613,2023,5,2.45,54,3,63,0,1
20222614,2021,7,1.85,90,3,92,0,1
20222615,2023,7,2.8,87,2,81,1,0
20222616,2022,2,2.77,111,4,65,1,1
20222617,2021,5,2.12,40,1,92,0,1
20222618,2023,2,3.33,46,0,87,1,0
20222619,2023,7,2.79,92,0,83,0,0
20222620,2023,8,2.48,70,0,63,0,1
20222621,2022,6,2.09,57,1,61,0,1
20222622,2022,3,2.9,51,4,72,0,1
20222623,2023,7,3.31,87,3,70,1,1
20222624,2021,4,2.36,69,2,94,1,0
20222625,2021,3,2.24,136,4,98,0,1
20222626,2022,7,2.84,46,0,69,0,1
20222627,2021,6,2.11,131,1,69,1,1
20222628,2022,2,3.13,42,1,67,1,0
20222629,2023,8,3.01,102,2,64,0,1
20222630,2022,8,1.97,45,3,82,1,1
20222631,2022,3,1.87,134,4,93,1,1
20222632,2023,6,3.04,54,4,91,1,0
20222633,2021,8,2.39,110,4,75,0,1
20222634,2022,8,1.97,82,3,63,1,1
20222635,2022,5,3.32,133,3,87,1,0
20222636,2023,4,2.43,130,3,73,1,1
20222637,2021,3,2.72,120,2,71,1,0
20222638,2022,2,2.27,57,1,80,1,0
20222639,2023,8,3.05,61,0,75,0,1
20222640,2022,5,2.4,100,3,61,1,1
20222641,2023,6,3.74,100,1,82,1,0
20222642,2021,8,3.21,92,3,88,1,0
20222643,2021,4,2.07,65,0,68,1,1
20222644,2021,2,2.63,130,3,66,0,1
20222645,2021,6,2.57,79,1,88,0,0
20222646,2022,6,2.87,127,2,76,0,0
20222647,2022,3,3.48,47,0,68,1,0
20222648,2021,8,2.97,60,1,65,1,0
20222649,2021,3,1.92,132,4,79,0,1
20222650,2021,2,3.11,82,4,69,0,1
20222651,2022,8,1.82,60,4,68,0,1
20222652,2021,7,3.36,42,2,71,0,1
20222653,2021,8,3.13,70,3,92,0,1
20222654,2021,7,2.42,66,3,91,0,1
20222655,2023,6,2.38,66,3,93,1,1
20222656,2021,3,3.4,112,2,78,1,0
20222657,2023,4,3.37,96,4,92,0,1
20222658,2023,8,2.5,136,3,75,1,0
20222659,2021,4,2.4,72,2,82,1,0
20222660,2023,8,2.92,129,2,85,0,0
20222661,2021,6,1.82,131,1,96,0,1
20222662,2022,3,1.97,83,3,68,1,1
20222663,2022,2,2.05,82,4,89,1,1
20222664,2022,2,2.17,70,0,72,1,1
20222665,2022,2,2.82,104,2,75,0,0
20222666,2023,8,3.78,123,1,61,1,1
20222667,2021,8,3.11,115,0,90,0,0
20222668,2021,4,1.92,56,2,78,0,1
20222669,2021,3,2.85,54,1,70,1,0
20222670,2022,8,2.79,73,3,73,0,1
20222671,2022,3,2.09,119,1,84,0,1
20222672,2021,4,3.64,43,2,66,0,1
20222673,2022,8,2.68,111,3,74,1,1
20222674,2021,2,3.79,137,4,89,1,0
20222675,2021,2,2.64,128,1,90,1,0
20222676,2021,6,3.02,118,0,83,0,0
20222677,2021,7,2.01,67,3,84,1,1
20222678,2021,5,2.71,112,3,67,0,1
20222679,2021,7,2.28,41,4,89,1,1
20222680,2021,8,3.47,56,1,95,0,0
20222681,2022,3,3.37,97,0,73,1,0
20222682,2021,8,3.45,113,4,88,1,0
20222683,2021,3,3.25,48,1,86,0,0
20222684,2022,3,3.47,70,0,95,0,0
20222685,2022,7,2.2,105,0,93,1,0
20222686,2022,5,2.7,127,2,80,1,0
20222687,2021,6,3.18,101,0,97,0,0
20222688,2023,7,3.07,58,1,70,1,0
20222689,2023,5,3.23,120,4,92,0,1
20222690,2022,2,2.25,113,4,74,0,1
20222691,2023,2,2.0,94,2,71,0,1
20222692,2022,3,3.63,67,1,83,0,0
20222693,2021,4,2.92,131,0,96,0,0
20222694,2023,8,2.11,89,2,70,0,1
20222695,2021,8,3.39,104,3,78,0,1
20222696,2023,3,3.63,42,1,60,0,1
20222697,2021,4,2.14,118,2,76,0,1
20222698,2023,5,3.43,91,4,99,0,1
20222699,2021,2,3.67,49,2,75,0,0
20222700,2021,8,3.68,60,3,85,0,1
20222701,2023,7,3.63,76,1,74,0,1
20222702,2021,4,2.89,54,2,67,0,1
20222703,2021,5,2.51,126,0,89,0,0
20222704,2021,2,1.81,117,1,73,0,1
20222705,2023,7,1.92,118,2,92,1,0
20222706,2023,4,2.66,113,2,66,1,0
20222707,2021,3,2.6,48,1,77,0,0
20222708,2021,3,2.17,83,4,71,1,1
20222709,2023,3,2.59,78,0,61,1,0
20222710,2023,8,2.15,44,1,88,1,0
20222711,2021,5,3.5,64,0,80,0,0
20222712,2021,3,2.4,95,0,66,0,1
20222713,2021,8,3.0,129,1,86,0,0
20222714,2022,6,2.81,103,2,71,1,0
20222715,2023,8,1.9,111,4,79,1,1
20222716,2022,2,3.68,125,0,73,0,1
20222717,2023,8,2.85,91,0,69,1,1
20222718,2023,5,2.45,128,2,82,1,0
20222719,2023,7,2.12,115,1,89,0,1
20222720,2023,8,2.48,48,4,90,1,0
20222721,2023,3,1.84,49,0,69,1,1
20222722,2023,2,2.53,49,0,78,0,0
20222723,2023,4,2.86,112,1,78,1,0
20222724,2022,3,3.54,101,2,82,0,1
20222725,2021,2,3.17,129,3,91,0,1
20222726,2021,6,2.02,138,2,79,0,1
20222727,2022,4,2.1,130,0,63,0,1
20222728,2022,6,2.66,99,0,92,0,0
20222729,2022,7,2.19,134,4,60,0,1
20222730,2022,2,1.86,58,2,72,0,1
20222731,2023,6,3.41,77,3,62,1,1
20222732,2021,7,1.84,45,4,71,0,1
20222733,2023,2,3.46,54,3,88,1,0
20222734,2021,2,2.09,132,4,90,1,1
20222735,2021,6,3.75,86,2,95,0,0
20222736,2022,2,3.01,84,0,61,1,0
20222737,2023,3,3.27,44,3,81,0,1
20222738,2022,2,2.02,117,2,81,0,1
20222739,2023,5,3.52,92,3,90,0,1
20222740,2021,7,3.48,105,2,73,0,1
20222741,2022,2,3.11,101,4,88,0,1
20222742,2022,5,2.8,62,2,94,0,0
20222743,2021,2,3.24,83,4,68,1,1
20222744,2021,2,1.81,91,0,91,1,0
20222745,2021,6,2.98,85,4,86,1,1
20222746,2022,3,3.49,58,1,69,1,0
20222747,2023,7,2.51,127,0,84,1,0
20222748,2022,3,2.02,123,2,92,0,1
20222749,2023,4,2.64,86,2,70,1,0
20222750,2022,6,3.25,130,1,96,0,0
20222751,2022,6,2.01,91,2,68,0,1
20222752,2021,3,2.21,63,0,66,0,1
20222753,2023,8,2.1,56,0,66,0,1
20222754,2022,6,3.39,128,4,93,0,1
20222755,2022,3,1.93,85,3,78,0,1
20222756,2021,6,3.17,103,2,79,0,0
20222757,2021,2,2.53,134,1,84,1,0
20222758,2023,3,3.31,67,0,64,0,1
20222759,2022,3,3.73,89,0,88,0,0
20222760,2023,5,2.03,103,0,86,1,0
20222761,2022,6,2.43,67,3,84,1,0
20222762,2023,6,3.42,125,3,96,0,1
20222763,2021,3,2.33,95,2,74,1,1
20222764,2022,2,2.23,98,1,63,0,1
20222765,2023,2,3.45,44,3,73,0,1
20222766,2021,7,3.77,93,4,76,0,1
20222767,2021,2,2.91,83,3,80,0,1
20222768,2023,6,2.36,81,0,75,1,0
20222769,2022,8,2.6,111,1,85,1,0
20222770,2022,5,2.14,131,2,68,1,1
20222771,2021,3,3.32,96,3,61,0,1
20222772,2022,4,3.35,86,0,74,0,1
20222773,2022,5,3.55,115,4,94,1,1
20222774,2022,8,1.85,64,4,83,1,1
20222775,2021,4,2.92,83,2,97,0,0
20222776,2023,5,2.23,54,2,73,1,1
20222777,2022,2,2.48,90,3,96,1,0
20222778,2021,6,3.37,92,2,96,0,0
20222779,2021,8,2.18,73,0,65,1,1
20222780,2023,4,3.08,116,0,77,0,0
20222781,2022,8,3.11,47,0,81,1,0
20222782,2022,5,3.71,116,3,77,1,0
20222783,2023,6,3.35,139,3,61,0,1
20222784,2023,8,3.41,109,2,91,0,0
20222785,2021,4,2.86,135,3,76,0,1
20222786,2021,3,2.17,60,0,60,0,1
20222787,2023,5,2.65,46,1,68,0,1
20222788,2022,3,2.9,129,0,72,0,1
20222789,2021,2,3.16,118,1,95,1,0
20222790,2021,3,3.02,95,2,96,1,0
20222791,2022,3,2.59,88,4,89,0,1
20222792,2021,7,2.33,81,3,90,0,1
20222793,2022,5,2.14,62,3,82,0,1
20222794,2022,2,3.19,91,0,87,1,0
20222795,2022,3,3.09,118,0,69,1,0
20222796,2023,6,3.17,92,1,84,1,0
20222797,2023,4,2.55,55,3,95,1,0
20222798,2023,3,2.32,135,2,85,0,1
20222799,2022,2,3.32,76,0,85,1,0
20222800,2022,3,3.35,57,3,72,1,1
20222801,2023,4,2.71,59,4,76,1,0
20222802,2021,2,3.02,85,1,99,0,0
20222803,2022,5,2.55,41,0,63,1,0
20222804,2021,2,3.2,126,0,82,0,0
20222805,2021,5,3.47,133,2,94,1,0
20222806,2022,2,3.18,102,0,70,1,0
20222807,2022,8,2.83,42,3,71,1,1
20222808,2021,4,2.72,85,3,68,0,1
20222809,2021,4,3.08,88,3,74,1,1
20222810,2023,2,3.16,40,4,96,1,0
20222811,2023,8,2.92,61,4,64,0,1
20222812,2022,3,3.05,132,0,78,1,0
20222813,2023,4,1.99,53,4,70,1,1
20222814,2023,5,3.7,131,4,68,1,1
20222815,2023,5,3.38,124,2,94,1,0
20222816,2023,6,2.55,84,4,86,1,0
20222817,2021,7,2.93,135,1,72,0,1
20222818,2022,8,1.89,45,1,71,1,1
20222819,2023,7,1.88,104,1,68,1,1
20222820,2021,7,2.3,60,0,87,0,1
20222821,2021,5,3.18,43,3,72,0,1
20222822,2021,6,3.5,42,2,79,1,0
20222823,2023,7,2.92,69,0,72,1,0
20222824,2023,7,2.86,70,3,86,1,1
20222825,2022,2,2.6,73,2,85,0,0
20222826,2023,2,2.12,122,2,88,1,0
20222827,2023,2,2.04,59,2,88,0,1
20222828,2021,3,3.32,126,1,81,0,0
20222829,2022,7,3.66,93,1,68,0,1
20222830,2023,3,2.72,64,1,83,1,0
20222831,2023,6,3.12,54,2,78,1,0
20222832,2021,8,3.63,77,2,97,1,0
20222833,2021,5,1.98,62,1,90,0,1
20222834,2023,7,3.34,91,2,98,1,0
20222835,2022,5,3.03,105,1,74,1,0
20222836,2022,8,3.0,96,1,91,0,0
20222837,2021,2,2.39,96,1,88,0,1
20222838,2021,7,3.17,118,3,93,0,1
20222839,2023,4,3.39,91,2,68,0,1
20222840,2021,3,2.03,74,0,94,0,1
20222841,2023,3,2.87,113,1,65,1,0
20222842,2022,7,2.0,53,0,96,0,1
20222843,2022,8,3.55,130,3,73,1,1
20222844,2023,2,2.82,53,2,68,0,1
20222845,2021,3,3.42,138,1,78,1,0
20222846,2022,2,2.54,72,1,82,1,0
20222847,2021,6,2.05,91,1,87,0,1
20222848,2022,5,1.88,40,0,75,0,1
20222849,2023,8,2.36,73,3,85,1,1
20222850,2023,4,2.29,58,2,97,0,1
20222851,2023,5,2.92,63,3,99,0,1
20222852,2022,5,1.84,43,1,84,0,1
20222853,2021,6,2.84,75,3,94,0,1
20222854,2021,3,2.58,116,0,64,0,1
20222855,2021,4,2.95,97,4,66,0,1
20222856,2022,3,3.2,71,4,82,0,1
20222857,2022,7,3.07,48,2,84,0,0
20222858,2022,5,3.77,119,2,60,1,0
20222859,2022,7,2.08,106,3,81,1,1
20222860,2022,2,2.66,59,2,63,0,1
20222861,2021,5,2.65,113,0,87,0,0
20222862,2022,3,2.63,101,1,73,1,0
20222863,2022,5,3.13,97,1,92,0,0
20222864,2021,2,2.78,61,3,63,0,1
20222865,2022,6,2.83,106,1,70,0,1
20222866,2021,7,2.66,114,3,98,0,1
20222867,2021,7,3.78,128,2,91,1,0
20222868,2023,3,3.66,87,2,63,0,1
20222869,2023,5,2.42,47,0,60,1,0
20222870,2023,3,2.02,112,1,85,0,1
20222871,2023,6,3.48,54,0,92,1,0
20222872,2022,5,3.79,71,4,76,1,0
20222873,2023,5,2.39,92,0,86,1,0
20222874,2021,3,2.52,106,3,64,0,1
20222875,2022,3,3.68,43,3,66,0,1
20222876,2023,2,3.22,69,0,84,0,0
20222877,2021,8,2.39,52,2,67,1,1
20222878,2022,8,2.96,60,4,93,0,1
20222879,2022,6,3.69,80,0,63,0,1
20222880,2023,8,3.42,58,2,71,1,0
20222881,2022,2,3.28,87,0,90,0,1
20222882,2021,7,3.27,125,1,70,1,0
20222883,2022,5,2.16,102,3,96,0,1
20222884,2021,3,3.45,59,1,95,1,0
20222885,2022,5,2.35,103,1,81,1,0
20222886,2023,5,3.66,76,4,60,1,1
20222887,2021,4,2.53,70,2,63,1,0
20222888,2022,7,3.52,113,3,95,1,0
20222889,2022,4,2.33,57,1,67,1,1
20222890,2022,8,2.83,59,3,84,1,0
20222891,2021,5,2.01,121,2,87,0,1
20222892,2021,3,3.12,50,0,97,1,0
20222893,2021,5,3.47,125,1,95,0,0
20222894,2023,7,3.24,83,2,95,0,1
20222895,2023,4,2.85,121,3,63,0,1
20222896,2021,3,1.89,103,2,72,1,1
20222897,2022,5,3.67,73,0,97,0,0
20222898,2023,6,3.21,126,2,84,1,0
20222899,2021,7,3.29,104,3,62,0,1
20222900,2022,7,3.39,94,1,91,1,0
20222901,2023,6,3.3,113,1,98,1,0
20222902,2022,5,2.68,40,4,60,0,1
20222903,2022,7,3.27,77,3,70,1,1
20222904,2022,3,3.05,48,4,61,0,1
20222905,2022,5,3.51,134,4,64,1,1
20222906,2023,5,3.4,110,0,81,1,0
20222907,2023,4,1.88,56,3,72,0,1
20222908,2023,7,2.56,138,1,82,1,0
20222909,2021,7,1.87,91,3,90,0,1
20222910,2023,6,2.0,57,0,94,0,1
20222911,2022,4,3.0,102,3,97,0,1
20222912,2023,8,3.55,72,3,94,1,0
20222913,2022,4,2.04,43,4,72,0,1
20222914,2021,7,2.7,126,3,66,0,1
20222915,2022,5,3.62,114,4,64,0,1
20222916,2022,4,3.43,91,4,88,0,1
20222917,2022,6,2.84,48,2,67,1,0
20222918,2021,4,3.34,103,0,67,1,0
20222919,2023,6,2.85,69,4,66,0,1
20222920,2023,8,2.12,47,3,78,0,1
20222921,2021,4,2.05,44,4,98,0,1
20222922,2022,6,2.18,115,4,82,0,1
20222923,2023,4,2.5,102,4,95,0,1
20222924,2021,8,3.66,40,1,91,0,1
20222925,2023,4,3.4,54,1,63,1,0
20222926,2021,3,2.67,128,1,89,0,0
20222927,2022,6,2.79,121,1,98,0,0
20222928,2023,8,2.33,77,2,64,0,1
20222929,2021,6,3.21,81,4,62,0,1
20222930,2023,6,3.41,85,2,81,0,0
20222931,2023,2,2.28,92,3,87,0,1
20222932,2023,8,1.88,65,0,81,1,0
20222933,2023,4,3.05,100,2,81,1,0
20222934,2021,6,2.93,106,1,93,0,0
20222935,2022,7,2.6,93,1,88,1,0
20222936,2021,2,3.09,61,3,72,0,1
20222937,2021,3,2.9,65,4,66,1,1
20222938,2021,6,2.3,122,0,69,0,1
20222939,2022,6,2.6,99,2,87,0,0
20222940,2023,2,2.66,78,4,63,0,1
20222941,2023,4,3.56,75,4,91,1,0
20222942,2023,7,3.72,60,2,81,1,0
20222943,2022,3,3.59,80,2,79,0,0
20222944,2023,6,3.24,87,2,79,0,0
20222945,2022,4,2.97,65,2,65,1,0
20222946,2023,8,3.18,102,1,68,0,1
20222947,2023,7,3.68,116,4,87,0,1
20222948,2021,8,2.3,75,4,72,0,1
20222949,2022,7,2.87,63,1,90,1,0
20222950,2021,3,3.18,129,4,98,1,0
20222951,2021,5,3.16,60,2,73,0,1
20222952,2021,7,2.3,57,0,81,0,1
20222953,2022,5,2.97,54,4,96,1,0
20222954,2022,8,3.39,118,0,83,0,0
20222955,2023,7,2.75,45,0,67,0,1
20222956,2021,3,3.39,82,1,74,0,1
20222957,2023,2,2.52,70,3,65,0,1
20222958,2021,3,3.68,67,4,82,1,0
20222959,2022,3,2.87,47,1,84,0,0
20222960,2022,2,2.99,68,1,90,0,0
20222961,2022,2,1.86,60,0,88,0,1
20222962,2021,4,2.14,120,4,82,1,1
20222963,2022,7,3.07,127,1,69,1,0
20222964,2021,8,2.64,97,2,68,1,0
20222965,2023,4,2.82,99,1,72,0,1
20222966,2021,2,1.93,89,2,91,0,1
20222967,2023,5,3.47,139,3,60,0,1
20222968,2021,8,3.37,70,2,60,1,0
20222969,2023,5,2.17,86,2,96,1,0
20222970,2022,3,3.07,73,0,99,0,0
20222971,2023,6,3.44,41,1,77,0,0
20222972,2022,3,3.08,106,3,95,1,0
20222973,2022,3,2.42,133,1,90,0,0
20222974,2023,6,3.11,111,2,60,0,1
20222975,2021,7,2.22,91,2,95,0,1
20222976,2021,2,2.44,46,1,68,1,0
20222977,2021,5,2.28,115,3,81,0,1
20222978,2021,3,2.91,58,3,87,1,0
20222979,2021,6,2.02,129,0,85,0,1
20222980,2022,4,3.67,131,2,69,1,0
20222981,2021,3,2.47,54,2,62,1,0
20222982,2022,5,2.24,117,0,61,1,1
20222983,2022,2,2.79,87,1,96,0,0
20222984,2022,3,2.35,53,2,90,0,1
20222985,2023,3,2.87,42,1,92,0,0
20222986,2023,7,2.5,89,3,91,1,0
20222987,2022,6,2.06,132,4,71,1,1
20222988,2023,4,2.33,93,0,62,0,1
20222989,2021,4,2.68,45,2,85,1,0
20222990,2021,8,1.86,88,0,73,1,1
20222991,2022,2,3.34,62,3,71,0,1
20222992,2021,8,3.04,131,3,85,1,0
20222993,2022,5,3.0,117,3,75,0,1
20222994,2022,2,2.89,117,3,67,0,1
20222995,2021,3,2.98,59,4,87,1,1
20222996,2023,3,3.67,116,1,66,0,1
20222997,2021,4,1.82,130,1,74,1,1
20222998,2021,5,1.9,99,4,95,0,1
20222999,2022,6,2.18,138,1,67,0,1
20223000,2022,5,2.13,84,3,69,0,1
20223001,2022,3,2.16,100,1,74,0,1
20223002,2022,6,3.14,95,0,77,0,0
20223003,2023,5,2.72,41,1,96,0,0
20223004,2023,5,3.78,84,0,94,0,0
20223005,2023,6,2.25,79,2,61,1,1
20223006,2022,3,2.42,63,0,81,0,0
20223007,2022,5,3.77,68,0,74,0,1
20223008,2022,6,3.46,106,3,96,1,0
20223009,2023,7,2.74,107,3,98,1,0
20223010,2022,7,2.91,105,3,95,0,1
20223011,2021,3,3.49,123,0,64,1,0
20223012,2021,6,2.76,93,4,74,0,1
20223013,2022,7,2.21,92,3,86,0,1
20223014,2021,6,3.46,118,3,75,1,1
20223015,2021,5,2.88,88,0,95,1,0
20223016,2023,3,2.11,71,2,97,0,1
20223017,2022,7,2.81,100,2,77,1,0
20223018,2022,8,2.63,81,1,94,0,0
20223019,2023,5,3.55,40,2,84,0,0
20223020,2021,8,2.05,102,3,81,1,1
20223021,2021,8,3.55,74,4,90,0,1
20223022,2022,2,2.82,90,1,96,1,0
20223023,2021,2,2.61,110,4,93,1,1
20223024,2023,3,2.12,84,4,82,1,1
20223025,2023,7,3.2,116,3,75,0,1
20223026,2022,7,3.65,104,0,65,0,1
20223027,2023,7,2.55,53,0,74,0,1
20223028,2023,6,2.28,132,0,77,1,0
